POSTCODE,TOTSENAP,TOWN,PSENSAP,CLOSEDATE,TOTPUPSENDN,AGEH,TSENA,PNUMNOFSM,ISNEW,LAESTAB,ISPOST16,NUMNOFSM,TSENSAP,NORB,LOCALITY,PNORG,NORG,SFGENDER,LAT,ICLOSE,OPENDATE,RELDENOM,NUMFSMEVER,PNUMFSM,LNG,STREET,PNUMUNCFL,ISSECONDARY,ADDRESS3,PNUMFSMEVER,ADMPOL,NUMEAL,GENDER,NUMUNCFL,LA,AGEL,PTOTSENST,SCHNAME,PNUMEAL,URN,PSENA,TOTSENST,PNORB,ISPRIMARY,NUMENGFL,ESTAB,PNUMENGFL,NEWACFLAG,NFTYPE,NUMFSM,MINORGROUP,PTOTSENAP,TELNUM
LS6 2LG,17,Leeds,5.3,31/07/2014,322,18,24,38.2,0,3834031,1,121,17,163,Woodhouse Cliff,49.4,159,Mixed,53.8177794,2,,Does not apply,229.0,61.8,-1.5583209,Bedford Field,2.5,1,,71.1,Comprehensive,213,Mixed,8,383,11,0.0,City of Leeds School,66.1,108056,7.5,0,50.6,0,101,4031,31.4,4,Community School,196,Maintained School,5.3,0113 3368310
LS27 9NW,30,Leeds,6.1,,493,11,14,93.3,0,3832382,0,387,30,253,Morley,48.7,240,Mixed,53.7503146,1,,Does not apply,55.0,6.7,-1.6071165,Victoria Road,0.0,0,,13.3,Not applicable,17,Mixed,0,383,3,0.0,Morley Victoria Primary School,4.8,107866,2.8,0,51.3,1,338,2382,95.2,6,Community School,28,Maintained School,6.1,0113 2535253
LS9 9ER,16,Leeds,4.8,,440,11,60,62.1,0,3832454,0,241,21,219,,50.2,221,Mixed,53.7999349,1,,Does not apply,210.5,37.9,-1.5019751,Ivy Avenue,0.0,0,,54.3,Not applicable,40,Mixed,0,383,3,1.1,Victoria Primary School,12.2,107930,13.6,5,49.8,1,288,2454,87.8,6,Community School,147,Maintained School,3.6,0113 2482449
LS29 6AE,16,Ilkley,2.0,,1226,18,117,97.1,1,3834601,1,917,25,638,Menston,48.0,588,Mixed,53.8817684,1,,Roman Catholic,79.0,2.9,-1.7278337,Bradford Road,0.0,1,,8.4,Comprehensive,29,Mixed,0,383,11,0.7,St Mary's Menston Catholic Voluntary Academy,2.4,139351,9.5,9,52.0,0,1197,4601,97.6,6,Academy - Converter Mainstream,27,Academy (including Free Schools),1.3,01943 883000
LS15 4HL,12,Leeds,8.0,,163,11,34,89.0,0,3833033,0,145,13,82,Barwick-in-Elmet,49.7,81,Mixed,53.8298091,1,,Church of England,23.0,11.0,-1.3901318,Chapel Lane,0.0,0,,14.1,Not applicable,3,Mixed,0,383,3,SUPP,Barwick-in-Elmet Church of England Voluntary Controlled Primary School,2.2,107987,20.9,SUPP,50.3,1,133,3033,97.8,6,Voluntary Controlled School,18,Maintained School,7.4,0113 2812132
LS10 3JP,0,Leeds,100.0,,156,19,0,52.1,0,3837062,1,62,156,114,,26.9,42,Mixed,53.7567773,1,,Does not apply,69.0,47.9,-1.5233039,Broom Place,SUPP,1,,58.0,Not applicable,18,Mixed,SUPP,383,4,100.0,Broomfield South SILC,11.8,108123,0.0,156,73.1,1,133,7062,87.5,6,Community Special School,57,Special School,0.0,0113 2771603
LS13 2TQ,45,Leeds,10.1,,466,11,67,65.1,0,3832489,0,256,47,230,Bramley,50.6,236,Mixed,53.80806889999999,1,,Does not apply,188.0,34.9,-1.6191745,Cross Aston Grove,0.0,0,,47.8,Not applicable,14,Mixed,0,383,3,SUPP,Raynville Primary School,4.2,107965,14.4,SUPP,49.4,1,319,2489,95.8,6,Community School,137,Maintained School,9.7,0113 2579590
LS15 7NB,20,Leeds,9.3,,227,11,8,71.0,0,3832458,0,159,21,113,,50.2,114,Mixed,53.80603499999999,1,,Does not apply,108.0,29.0,-1.460743,Poole Crescent,0.0,0,,55.4,Not applicable,5,Mixed,0,383,3,SUPP,Cross Gates Primary School,3.0,107934,3.5,SUPP,49.8,1,160,2458,97.0,6,Foundation School,65,Maintained School,8.8,0113 2645763
LS23 6DX,20,Wetherby,9.4,,244,11,7,94.3,0,3832389,0,198,23,118,Boston Spa,51.6,126,Mixed,53.9029203,1,,Does not apply,31.0,5.7,-1.3521192,Westwood Way,0.0,0,,14.8,Not applicable,0,Mixed,0,383,3,1.2,Primrose Lane Primary School,0.0,107869,2.9,3,48.4,1,180,2389,100.0,6,Foundation School,12,Maintained School,8.2,01937 842667
LS25 2HF,33,Leeds,11.0,,328,11,29,93.9,1,3832395,0,276,36,155,East Garforth,52.7,173,Mixed,53.7980528,1,,,49.0,6.1,-1.3679266,Aberford Road,0.0,0,,16.7,Not applicable,5,Mixed,0,383,3,0.9,East Garforth Primary Academy,1.9,140068,8.8,3,47.3,1,257,2395,98.1,6,Academy - Converter Mainstream,18,Academy (including Free Schools),10.1,0113 2127100
LS9 7QL,24,Leeds,11.7,,214,11,33,82.2,0,3833382,0,176,25,109,,49.1,105,Mixed,53.8003847,1,,Roman Catholic,56.0,17.8,-1.5122187,Torre Road,SUPP,0,,26.2,Not applicable,62,Mixed,SUPP,383,5,SUPP,St Patrick Catholic Primary School,33.9,108036,15.4,SUPP,50.9,1,120,3382,65.6,6,Voluntary Aided School,38,Maintained School,11.2,0113 2480380
LS20 8NX,3,Leeds,4.3,,94,11,SUPP,92.6,0,3833351,0,87,4,52,Hawksworth,44.7,42,Mixed,53.8719745,1,,Church of England,8.0,7.4,-1.7502986,Main Street,0.0,0,Near Guiseley,8.5,Not applicable,0,Mixed,0,383,4,SUPP,Hawksworth Church of England Primary School,0.0,108009,SUPP,SUPP,55.3,1,84,3351,100.0,6,Voluntary Aided School,7,Maintained School,3.2,01943 872808
LS19 7NQ,6,Leeds,3.5,,227,7,3,91.5,0,3832358,0,162,8,118,Yeadon,48.0,109,Mixed,53.863226,1,,Does not apply,28.0,8.5,-1.7014924,Westfield Grove,0.0,0,,15.8,Not applicable,4,Mixed,0,383,3,SUPP,Yeadon Westfield Infant School,3.4,107859,1.3,SUPP,52.0,1,113,2358,96.6,6,Foundation School,15,Maintained School,2.6,0113 2505449
LS12 1JZ,36,Leeds,13.3,,270,11,46,61.1,0,3832486,0,127,36,151,,44.1,119,Mixed,53.7927057,1,,Does not apply,122.0,38.9,-1.5758161,Green Lane,0.0,0,,58.7,Not applicable,27,Mixed,0,383,3,0.0,Castleton Primary School,15.3,107962,17.0,0,55.9,1,149,2486,84.7,6,Community School,81,Maintained School,13.3,0113 2637756
LS7 4DR,,Leeds,,31/12/2013,,11,,,0,3832435,0,,,,,,,Mixed,53.81503009999999,2,,Does not apply,,,-1.5293026,Cowper Street,,0,,,Not applicable,,Mixed,,383,3,,Hillcrest Primary School,,107911,,,,1,,2435,,4,Community School,,Maintained School,,0113 2624080
LS9 7HD,52,Leeds,5.5,,989,18,107,52.1,1,3834065,1,469,54,477,,51.8,512,Mixed,53.8026164,1,,Does not apply,583.0,47.9,-1.5209492,Stoney Rock Lane,0.6,1,,64.4,Comprehensive,674,Mixed,6,383,11,SUPP,The Co-operative Academy of Leeds,68.1,137065,10.8,SUPP,48.2,0,309,4065,31.2,6,Academy Sponsor Led,431,Academy (including Free Schools),5.3,0113 3807940
LS25 2JX,37,Leeds,9.6,,397,11,15,96.7,0,3832396,0,357,38,188,Garforth,52.6,209,Mixed,53.788964,1,,,34.0,3.3,-1.367576,Ribblesdale Avenue,0.0,0,,9.9,Not applicable,5,Mixed,0,383,3,SUPP,Green Lane Primary Academy,1.7,136326,3.8,SUPP,47.4,1,293,2396,98.3,6,Academy - Converter Mainstream,12,Academy (including Free Schools),9.3,0113 2127107
LS2 8BL,,Leeds,,,,99,,,0,3838025,1,,,,,,,Mixed,53.8017483,1,,,,,-1.5473235,Cookridge Street,,0,Leeds City College Technology Campus,,Not applicable,,Mixed,,383,16,,Leeds City College,,135771,,,,0,,8025,,6,General Further Education College,,College,,0113 2976464
,0,,0.0,,0,,0,0.0,,,,0,0,0,,0.0,0,,,,,,0.0,0,,,0.0,,,0.0,,0,,0,383,,0.0,,0.0,134158,0.0,0,0.0,,0,1110,0.0,,,0,,0.0,
LS9 7HP,42,Leeds,12.4,,386,11,54,54.7,0,3832462,0,180,48,196,Burmantofts,49.2,190,Mixed,53.8035982,1,,Does not apply,206.0,45.3,-1.5206216,Shakespeare Avenue,5.2,0,,62.8,Not applicable,161,Mixed,14,383,3,1.6,Shakespeare Primary School,60.1,107938,14.0,6,50.8,1,93,2462,34.7,6,Community School,149,Maintained School,10.9,0113 3368340
LS22 6PR,8,Wetherby,3.5,,228,11,13,97.1,0,3833366,0,199,8,104,,54.4,124,Mixed,53.93334220000001,1,,Roman Catholic,16.0,2.9,-1.3909694,Barley Fields Road,0.0,0,,7.8,Not applicable,0,Mixed,0,383,3,0.0,St Joseph's Catholic Primary School,0.0,108020,5.7,0,45.6,1,181,3366,100.0,6,Voluntary Aided School,6,Maintained School,3.5,01937 582163
,21,,100.0,,21,,0,57.1,,,,12,21,11,,47.6,10,,,,,,16.0,42.9,,,0.0,,,76.2,,0,,0,383,,0.0,,0.0,131150,0.0,0,52.4,,21,1111,100.0,,,9,,100.0,
LS12 3NU,8,Leeds,4.9,,183,11,6,62.8,0,3833055,0,115,9,78,,57.4,105,Mixed,53.7985844,1,,Church of England,79.0,37.2,-1.5966068,Theaker Lane,SUPP,0,,43.2,Not applicable,67,Mixed,SUPP,383,4,SUPP,Christ Church Upper Armley Church of England Voluntary Controlled Primary School,43.5,108004,3.3,SUPP,42.6,1,86,3055,55.8,6,Voluntary Controlled School,68,Maintained School,4.4,0113 2638606
WF3 3PS,77,Wakefield,7.1,,1342,18,85,83.3,1,3834103,1,978,95,680,Lofthouse,49.3,662,Mixed,53.7305242,1,,Does not apply,385.5,16.7,-1.5043169,Longthorpe Lane,0.0,1,,32.9,Comprehensive,28,Mixed,0,383,11,1.3,Rodillian Academy,2.1,138336,6.3,18,50.7,0,1314,4103,97.9,6,Academy - Converter Mainstream,196,Academy (including Free Schools),5.7,0113 3368730
LS27 8PG,44,Leeds,9.3,28/02/2015,483,11,66,76.8,0,3832321,0,317,45,240,Morley,50.3,243,Mixed,53.74721599999999,2,,Does not apply,133.0,23.2,-1.581859,Wide Lane,0.0,0,,32.3,Not applicable,16,Mixed,0,383,3,SUPP,Morley Newlands Primary School,4.9,107838,13.7,SUPP,49.7,1,312,2321,95.1,2,Community School,96,Maintained School,9.1,0113 3231890
LS28 5ED,30,Pudsey,7.4,,434,11,12,91.2,0,3832505,0,351,32,206,Farsley,52.5,228,Mixed,53.80974,1,,Does not apply,55.0,8.8,-1.681198,Cote Lane,0.0,0,,14.3,Not applicable,38,Mixed,0,383,3,SUPP,Farsley Farfield Primary School,11.7,107981,2.8,SUPP,47.5,1,286,2505,88.3,6,Community School,34,Maintained School,6.9,0113 2058130
LS9 0TT,61,Leeds,9.5,,957,16,88,77.7,0,3834752,0,744,91,480,,49.8,477,Mixed,53.7968062,1,,Roman Catholic,387.0,22.3,-1.4858632,Neville Road,SUPP,1,,40.4,Comprehensive,107,Mixed,SUPP,383,11,3.1,Corpus Christi Catholic College,11.2,108096,9.2,30,50.2,0,849,4752,88.7,6,Voluntary Aided School,213,Maintained School,6.4,0113 29009010
WF3 1HD,12,Wakefield,4.8,,249,11,16,95.1,0,3832292,0,194,12,137,West Ardsley,45.0,112,Mixed,53.7163695,1,,Does not apply,20.0,4.9,-1.5765622,Batley Road,0.0,0,,9.8,Not applicable,4,Mixed,0,383,3,0.0,Hill Top Primary School,2.3,107823,6.4,0,55.0,1,170,2292,97.7,6,Community School,10,Maintained School,4.8,0113 3074750
LS17 6QP,29,Leeds,7.9,,432,11,48,78.2,0,3832439,0,302,34,242,,44.0,190,Mixed,53.83928280000001,1,,Does not apply,124.0,21.8,-1.5233775,Lidgett Lane,0.0,0,,32.0,Not applicable,121,Mixed,0,383,3,1.2,Moor Allerton Hall Primary School,37.0,107915,11.1,5,56.0,1,206,2439,63.0,6,Community School,84,Maintained School,6.7,0113 3368350
LS28 5LE,12,Pudsey,5.1,,235,11,11,93.6,0,3832338,0,220,12,110,Farsley,53.2,125,Mixed,53.8129972,1,,Does not apply,35.0,6.4,-1.6688557,Wesley Street,0.0,0,,14.9,Not applicable,SUPP,Mixed,0,383,4,0.0,Farsley Springbank Primary School,SUPP,107849,4.7,0,46.8,1,233,2338,99.1,6,Community School,15,Maintained School,5.1,0113 2558719
LS10 3HQ,72,Leeds,21.5,,362,11,71,52.8,0,3832471,0,191,78,173,,52.2,189,Mixed,53.7623616,1,,Does not apply,252.0,47.2,-1.5272753,Windmill Road,0.0,0,,69.6,Not applicable,44,Mixed,0,383,5,1.7,Windmill Primary School,14.5,107947,19.6,6,47.8,1,259,2471,85.5,6,Community School,171,Maintained School,19.9,0113 2712115
LS23 7AQ,7,Wetherby,5.5,,127,11,SUPP,96.9,0,3833356,0,123,7,73,Thorp Arch,42.5,54,Mixed,53.9103,1,,Church of England,9.0,3.1,-1.34161,Dowkell Lane,0.0,0,,7.1,Not applicable,0,Mixed,0,383,5,0.0,Lady Elizabeth Hastings Church of England Primary School,0.0,108010,SUPP,0,57.5,1,109,3356,100.0,6,Voluntary Aided School,4,Maintained School,5.5,01937 842566
LS10 4AW,31,Leeds,9.1,,362,11,88,57.7,0,3832482,0,169,33,190,,47.5,172,Mixed,53.7516619,1,,Does not apply,167.0,42.3,-1.5201253,Cranmore Drive,0.0,0,,57.0,Not applicable,21,Mixed,0,383,3,SUPP,Clapgate Primary School,8.9,107958,24.3,SUPP,52.5,1,214,2482,91.1,6,Foundation School,124,Maintained School,8.6,0113 2716700
LS17 7HL,35,Leeds,9.1,,397,11,26,74.8,0,3833931,0,297,36,201,,49.4,196,Mixed,53.8490269,1,,Church of England,132.0,25.2,-1.548963,Lingfield Approach,0.0,0,,40.5,Not applicable,91,Mixed,0,383,2,SUPP,Allerton CofE Primary School,34.1,135210,6.5,SUPP,50.6,1,176,3931,65.9,6,Voluntary Controlled School,100,Maintained School,8.8,0113 2930699
LS7 4HZ,SUPP,Leeds,SUPP,,18,11,SUPP,100.0,1,3832011,0,18,SUPP,13,Chapeltown,27.8,5,Mixed,53.82211479999999,1,,,0.0,0.0,-1.5321398,192a Chapeltown Road,0.0,0,,0.0,Not applicable,0,Mixed,0,383,4,0.0,Khalsa Science Academy,0.0,139688,SUPP,0,72.2,1,0,2011,0.0,6,Free School - Mainstream,0,Academy (including Free Schools),SUPP,0113 8873680
LS18 5BL,18,Leeds,5.1,,428,11,7,88.6,0,3833038,0,379,22,233,Horsforth,45.6,195,Mixed,53.8406149,1,,Church of England,73.0,11.4,-1.6368408,Town Street,0.0,0,,17.1,Not applicable,18,Mixed,0,383,4,0.9,St Margaret's Church of England Voluntary Controlled Primary School,4.9,107990,1.6,4,54.4,1,351,3038,95.1,6,Voluntary Controlled School,49,Maintained School,4.2,0113 3862520
LS14 1AX,89,Leeds,20.6,,436,11,30,61.9,0,3832447,0,231,90,215,,50.7,221,Mixed,53.8275667,1,,Does not apply,222.0,38.1,-1.4732055,Barncroft Rise,0.0,0,,59.5,Not applicable,47,Mixed,0,383,3,SUPP,Grange Farm Primary School,14.7,107923,6.9,SUPP,49.3,1,273,2447,85.3,6,Foundation School,142,Maintained School,20.4,0113 2930120
LS27 8PG,,Leeds,,,,11,,,1,3832321,0,,,,Morley,,,Mixed,53.74721599999999,1,01/03/2015,Does not apply,,,-1.581859,Wide Lane,,0,,,Not applicable,,Mixed,,383,3,,Morley Newlands Primary School,,141797,,,,1,,2321,,1,Academy - Converter Mainstream,,Academy (including Free Schools),,0113 3231890
LS28 7AZ,12,Pudsey,6.4,,219,11,6,93.6,1,3833361,0,205,14,114,,47.9,105,Mixed,53.7993935,1,,Roman Catholic,23.0,6.4,-1.6581671,Mount Pleasant Road,0.0,0,,10.5,Not applicable,SUPP,Mixed,0,383,4,SUPP,St Joseph's Catholic Primary School,SUPP,139350,2.7,SUPP,52.1,1,188,3361,99.5,6,Academy - Converter Mainstream,14,Academy (including Free Schools),5.5,0113 2565407
LS23 6JQ,16,Wetherby,19.3,,83,11,SUPP,90.4,0,3832329,0,75,16,40,Bramham,51.8,43,Mixed,53.88695,1,,Does not apply,15.0,9.6,-1.3515813,Clifford Road,0.0,0,,18.1,Not applicable,SUPP,Mixed,0,383,5,0.0,Bramham Primary School,SUPP,107844,SUPP,0,48.2,1,68,2329,98.6,6,Community School,8,Maintained School,19.3,01937 843682
LS8 1PL,58,Leeds,15.2,,500,11,77,90.2,0,3832428,0,386,76,269,,46.2,231,Mixed,53.8329797,1,,Does not apply,65.0,9.8,-1.5210041,Lidgett Lane,0.0,0,,15.3,Not applicable,48,Mixed,0,383,3,3.6,Gledhow Primary School,13.2,107904,15.4,18,53.8,1,315,2428,86.8,6,Community School,42,Maintained School,11.6,0113 2930392
LS6 4QD,16,Leeds,10.1,,208,11,17,89.9,0,3833373,0,187,21,107,,48.6,101,Mixed,53.8400314,1,,Roman Catholic,35.0,10.1,-1.5592039,Tongue Lane,0.0,0,,16.8,Not applicable,21,Mixed,0,383,5,2.4,St Urban's Catholic Primary School,11.9,108027,8.2,5,51.4,1,156,3373,88.1,6,Voluntary Aided School,21,Maintained School,7.7,0113 2934477
LS12 3DS,68,Leeds,14.9,,457,11,30,74.0,0,3832493,0,284,68,238,,47.9,219,Mixed,53.7938646,1,,Does not apply,163.0,26.0,-1.6035028,Whingate Road,0.0,0,,42.4,Not applicable,46,Mixed,0,383,3,0.0,Whingate Primary School,14.2,107969,6.6,0,52.1,1,278,2493,85.8,6,Community School,100,Maintained School,14.9,0113 2638910
LS25 1PS,17,Leeds,8.1,,235,11,19,95.1,1,3833365,0,195,19,127,Garforth,46.0,108,Mixed,53.79535809999999,1,,Roman Catholic,15.0,4.9,-1.3832098,Station Fields,0.0,0,,7.3,Not applicable,7,Mixed,0,383,3,SUPP,St Benedict's Catholic Primary School,4.0,138945,8.1,SUPP,54.0,1,168,3365,96.0,6,Academy - Converter Mainstream,10,Academy (including Free Schools),7.2,0113 2869819
LS12 5EU,16,Leeds,2.1,,1048,18,31,80.3,1,3834026,1,769,22,524,Farnley,50.0,524,Mixed,53.7836888,1,,,363.0,19.7,-1.6200054,Chapel Lane,0.0,1,,37.8,Comprehensive,50,Mixed,0,383,11,0.6,The Farnley Academy,4.8,137577,3.0,6,50.0,0,998,4026,95.2,6,Academy Sponsor Led,189,Academy (including Free Schools),1.5,0113 2630741
LS28 5PQ,14,Pudsey,6.3,,252,11,23,90.5,0,3832301,0,182,16,129,Calverley,48.8,123,Mixed,53.8278232,1,,Does not apply,23.0,9.5,-1.6880511,Victoria Street,0.0,0,,11.5,Not applicable,4,Mixed,0,383,3,SUPP,Calverley Parkside Primary School,2.4,107826,9.1,SUPP,51.2,1,166,2301,97.6,6,Community School,19,Maintained School,5.6,0113 2146103
WF3 1QQ,20,Wakefield,5.8,,400,11,32,76.4,0,3833918,0,266,23,190,Tingley,52.5,210,Mixed,53.7289889,1,,Does not apply,120.0,23.6,-1.5659084,Smithy Lane,0.0,0,,34.5,Not applicable,13,Mixed,0,383,2,0.8,Blackgates Primary School,4.5,134406,8.0,3,47.5,1,275,3918,95.5,6,Community School,82,Maintained School,5.0,0113 8878155
LS27 9HR,16,Leeds,3.8,,469,11,6,91.5,0,3832286,0,364,18,228,Churwell Morley,51.4,241,Mixed,53.75851489999999,1,,Does not apply,62.0,8.5,-1.5963589,Westwood Side,0.0,0,,15.6,Not applicable,13,Mixed,0,383,3,SUPP,Churwell Primary School,3.8,107820,1.3,SUPP,48.6,1,325,2286,96.2,6,Community School,34,Maintained School,3.4,0113 2527437
LS11 8ND,53,Leeds,13.9,,396,11,41,74.7,0,3833913,0,239,55,205,,48.2,191,Mixed,53.78251729999999,1,,Church of England,107.0,25.3,-1.552901,Beeston Road,0.0,0,,33.4,Not applicable,61,Mixed,0,383,3,SUPP,Beeston Hill St Luke's Church of England Primary School,22.4,108052,10.4,SUPP,51.8,1,211,3913,77.6,6,Voluntary Aided School,81,Maintained School,13.4,0113 2433375
LS26 0NQ,19,Leeds,10.8,,176,7,20,69.6,0,3832313,0,94,19,98,Rothwell,44.3,78,Mixed,53.7552397,1,,Does not apply,52.0,30.4,-1.4831648,Haigh Road,0.0,0,,38.5,Not applicable,3,Mixed,0,383,3,0.0,Rothwell Haigh Road Infant School,3.3,107833,11.4,0,55.7,1,87,2313,96.7,6,Community School,41,Maintained School,10.8,0113 2146314
LS18 4LB,,Leeds,,,,11,,,0,3836057,0,,,,Horsforth,,,Mixed,53.8311486,1,,Christian,,,-1.6383085,Clarence Road,,0,,,Not collected,,Mixed,,383,3,,The Froebelian School,,108108,,,,1,,6057,,6,Other Independent School,,Independent School,,0113 2583047
LS15 8TA,,Leeds,,31/12/2013,,18,,,0,3834045,1,,,,Barwick Road,,,Mixed,53.8153325,2,,Does not apply,,,-1.4348436,Smeaton Approach,,1,,,Comprehensive,,Mixed,,383,11,,John Smeaton Community College,,108063,,,,0,,4045,,4,Community School,,Maintained School,,0113 3368363
WF3 3RE,20,Wakefield,6.2,,339,11,18,90.5,0,3832308,0,275,21,166,Carlton,51.0,173,Mixed,53.7397212,1,,Does not apply,52.0,9.5,-1.4916796,New Road,0.0,0,,17.1,Not applicable,SUPP,Mixed,0,383,3,SUPP,Carlton Primary School,SUPP,107830,5.3,SUPP,49.0,1,257,2308,99.2,6,Community School,29,Maintained School,5.9,0113 2146316
LS10 2AD,25,Leeds,14.6,,198,11,24,67.7,0,3833374,0,134,29,99,,50.0,99,Mixed,53.78163499999999,1,,Roman Catholic,104.0,32.3,-1.5304502,Joseph Street,0.0,0,,52.5,Not applicable,62,Mixed,0,383,4,2.0,St Joseph's Catholic Primary School,36.7,108028,12.1,4,50.0,1,107,3374,63.3,6,Voluntary Aided School,64,Maintained School,12.6,0113 2712093
WF3 2BA,19,Wakefield,5.9,,405,11,SUPP,89.2,0,3832504,0,296,24,209,East Ardsley,48.4,196,Mixed,53.7252515,1,,Does not apply,68.0,10.8,-1.5349794,Main Street,0.0,0,,20.5,Not applicable,9,Mixed,0,383,3,1.2,East Ardsley Primary School,3.3,107980,SUPP,5,51.6,1,262,2504,96.7,6,Community School,36,Maintained School,4.7,0113 3862510
LS8 5AW,47,Leeds,7.5,,718,11,48,73.0,0,3832425,0,455,54,380,,47.1,338,Mixed,53.8148134,1,,Does not apply,247.0,27.0,-1.5218995,Shepherds Lane,1.3,0,,39.6,Not applicable,460,Mixed,7,383,3,1.0,Bankside Primary School,86.0,107901,6.7,7,52.9,1,68,2425,12.7,6,Community School,168,Maintained School,6.5,0113 3368383
LS8 2LJ,0,Leeds,100.0,,97,16,0,39.4,0,3837068,0,37,97,84,,13.4,13,Mixed,53.83492219999999,1,,Does not apply,75.5,60.6,-1.4849003,Elmete Lane,0.0,1,,80.7,Not applicable,SUPP,Mixed,0,383,11,100.0,Elmete Wood BESD SILC,SUPP,108129,0.0,97,86.6,0,96,7068,99.0,6,Community Special School,57,Special School,0.0,0113 2655457
LS10 2QY,13,Leeds,7.8,,204,11,21,70.6,0,3833914,0,144,16,97,,52.5,107,Mixed,53.7775543,1,,Church of England,93.0,29.4,-1.5285952,Church Street,SUPP,0,,45.6,Not applicable,19,Mixed,SUPP,383,5,1.5,Hunslet St Mary's Church of England Primary School,10.9,108053,10.3,3,47.5,1,155,3914,88.6,6,Voluntary Aided School,60,Maintained School,6.4,0113 2717204
LS4 2HY,24,Leeds,16.3,,166,11,17,59.0,0,3833052,0,98,27,86,,48.2,80,Mixed,53.8083053,1,,Church of England,88.0,41.0,-1.5822391,Burley Road,0.0,0,,53.0,Not applicable,74,Mixed,0,383,5,1.8,Burley St Matthias Church of England Voluntary Controlled Primary School,54.0,108001,10.2,3,51.8,1,63,3052,46.0,6,Voluntary Controlled School,68,Maintained School,14.5,0113 3367401
LS20 8JJ,25,Leeds,7.1,,354,11,8,99.7,0,3832348,0,353,25,183,Tranmere Park,48.3,171,Mixed,53.8714819,1,,Does not apply,9.0,SUPP,-1.726599,Ridge Close,0.0,0,Guiseley,2.5,Not applicable,6,Mixed,0,383,5,0.0,Tranmere Park Primary School,2.0,107855,2.3,0,51.7,1,288,2348,98.0,6,Foundation School,SUPP,Maintained School,7.1,01943 875050
LS15 4BJ,21,Leeds,7.4,,312,11,7,94.5,0,3832275,0,242,23,150,Scholes,51.9,162,Mixed,53.8053412,1,,Does not apply,23.0,5.5,-1.4521427,Station Road,0.0,0,,9.0,Not applicable,0,Mixed,0,383,3,SUPP,Scholes (Elmet) Primary School,0.0,107813,2.2,SUPP,48.1,1,214,2275,100.0,6,Community School,14,Maintained School,6.7,0113 2649149
LS26 8AR,20,Leeds,9.6,,208,11,17,90.4,0,3833925,0,188,20,99,Great Preston,52.4,109,Mixed,53.7572765,1,,Church of England,51.0,9.6,-1.3886497,Preston Lane,0.0,0,,24.5,Not applicable,0,Mixed,0,383,5,0.0,Great Preston VC CofE Primary School,0.0,134913,8.2,0,47.6,1,179,3925,100.0,6,Voluntary Controlled School,20,Maintained School,9.6,0113 2320034
LS7 4DR,33,Leeds,7.7,,443,11,12,65.3,1,3832014,0,261,34,210,,52.6,233,Mixed,53.81503009999999,1,01/01/2014,Does not apply,196.0,34.8,-1.5293026,Cowper Street,SUPP,0,,49.1,Not applicable,285,Mixed,SUPP,383,3,SUPP,Hillcrest Academy,83.6,140413,2.7,SUPP,47.4,1,54,2014,15.8,3,Academy Sponsor Led,139,Academy (including Free Schools),7.4,0113 2624080
LS23 6DX,0,Wetherby,100.0,,158,19,0,70.6,0,3837072,1,96,158,126,Boston Spa,20.3,32,Mixed,53.9045438,1,,Does not apply,65.5,29.4,-1.3522407,Westwood Way,0.0,1,,48.7,Not applicable,12,Mixed,0,383,2,100.0,West Oaks Sen Specialist School and College,7.6,108133,0.0,158,79.7,1,145,7072,92.4,6,Community Special School,40,Special School,0.0,01937 844772
LS18 5RF,29,Leeds,2.6,,1411,18,53,93.0,0,3834115,1,1069,37,720,Horsforth,49.0,691,Mixed,53.8421751,1,,Does not apply,210.0,7.0,-1.6409932,Lee Lane East,SUPP,1,,18.3,Comprehensive,88,Mixed,SUPP,383,11,0.6,Horsforth School,6.2,137775,3.8,8,51.0,0,1322,4115,93.7,6,Academy - Converter Mainstream,81,Academy (including Free Schools),2.1,0113 2265454
LS27 9LX,3,Leeds,2.0,,153,11,7,82.4,0,3833362,0,126,3,75,Morley,51.0,78,Mixed,53.7467476,1,,Roman Catholic,34.0,17.6,-1.6096652,Highcliffe Road,0.0,0,,22.2,Not applicable,11,Mixed,0,383,3,0.0,St Francis Catholic Primary School,8.9,108016,4.6,0,49.0,1,112,3362,91.1,6,Voluntary Aided School,27,Maintained School,2.0,0113 3230554
LS8 2QJ,16,Leeds,6.2,,259,11,5,89.8,0,3833329,0,211,16,122,,52.9,137,Mixed,53.8274777,1,,Church of England,37.0,10.2,-1.4958762,18 North Lane,0.0,0,,17.6,Not applicable,63,Mixed,0,383,3,0.0,Roundhay St John's Church of England Primary School,35.0,108007,1.9,0,47.1,1,117,3329,65.0,6,Voluntary Aided School,24,Maintained School,6.2,0113 2658451
WF3 3DG,20,Wakefield,8.5,,234,11,11,84.0,0,3832312,0,173,20,121,Thorpe,48.3,113,Mixed,53.7341983,1,,Does not apply,63.0,16.0,-1.5248769,Dolphin Lane,0.0,0,,33.0,Not applicable,7,Mixed,0,383,3,0.0,Thorpe Primary School,4.4,107832,4.7,0,51.7,1,153,2312,95.6,6,Community School,33,Maintained School,8.5,0113 3368760
